year,week,file
2015,14,ipgb20150407_wk14.zip
2015,15,ipgb20150414_wk15.zip
2015,16,ipgb20150421_wk16.zip
2015,17,ipgb20150428_wk17.zip
2015,18,ipgb20150505_wk18.zip
2015,19,ipgb20150512_wk19.zip
2015,20,ipgb20150519_wk20.zip
2015,21,ipgb20150526_wk21.zip
2015,22,ipgb20150602_wk22.zip
2015,23,ipgb20150609_wk23.zip
2015,24,ipgb20150616_wk24.zip
2015,25,ipgb20150623_wk25.zip
2015,26,ipgb20150630_wk26.zip
2015,27,ipgb20150707_wk27.zip
2015,28,ipgb20150714_wk28.zip
2015,29,ipgb20150721_wk29.zip
2015,30,ipgb20150728_wk30.zip
2015,31,ipgb20150804_wk31.zip
2015,32,ipgb20150811_wk32.zip
2015,33,ipgb20150818_wk33.zip
2015,34,ipgb20150825_wk34.zip
2015,35,ipgb20150901_wk35.zip
2015,36,ipgb20150908_wk36.zip
2015,37,ipgb20150915_wk37.zip
2015,38,ipgb20150922_wk38.zip
2015,39,ipgb20150929_wk39.zip
2015,40,ipgb20151006_wk40.zip
2015,41,ipgb20151013_wk41.zip
2015,42,ipgb20151020_wk42.zip
2015,43,ipgb20151027_wk43.zip
2015,44,ipgb20151103_wk44.zip
2015,45,ipgb20151110_wk45.zip
2015,46,ipgb20151117_wk46.zip
2015,47,ipgb20151124_wk47.zip
2015,48,ipgb20151201_wk48.zip
2015,49,ipgb20151208_wk49.zip
2015,50,ipgb20151215_wk50.zip
2015,51,ipgb20151222_wk51.zip
2015,52,ipgb20151229_wk52.zip
2016,1,ipgb20160105_wk01.zip
2016,2,ipgb20160112_wk02.zip
2016,3,ipgb20160119_wk03.zip
2016,4,ipgb20160126_wk04.zip
2016,5,ipgb20160202_wk05.zip
2016,6,ipgb20160209_wk06.zip
2016,7,ipgb20160216_wk07.zip
2016,8,ipgb20160223_wk08.zip
2016,9,ipgb20160301_wk09.zip
2016,10,ipgb20160308_wk10.zip
2016,11,ipgb20160315_wk11.zip
2016,12,ipgb20160322_wk12.zip
2016,13,ipgb20160329_wk13.zip
2016,14,ipgb20160405_wk14.zip
2016,15,ipgb20160412_wk15.zip
2016,16,ipgb20160419_wk16.zip
2016,17,ipgb20160426_wk17.zip
2016,18,ipgb20160503_wk18.zip
2016,19,ipgb20160510_wk19.zip
2016,20,ipgb20160517_wk20.zip
2016,21,ipgb20160524_wk21.zip
2016,22,ipgb20160531_wk22.zip
2016,23,ipgb20160607_wk23.zip
2016,24,ipgb20160614_wk24.zip
2016,25,ipgb20160621_wk25.zip
2016,26,ipgb20160628_wk26.zip
2016,27,ipgb20160705_wk27.zip
2016,28,ipgb20160712_wk28.zip
2016,29,ipgb20160719_wk29.zip
2016,30,ipgb20160726_wk30.zip
2016,31,ipgb20160802_wk31.zip
2016,32,ipgb20160809_wk32.zip
2016,33,ipgb20160816_wk33.zip
2016,34,ipgb20160823_wk34.zip
2016,35,ipgb20160830_wk35.zip
2016,36,ipgb20160906_wk36.zip
2016,37,ipgb20160913_wk37.zip
2016,38,ipgb20160920_wk38.zip
2016,39,ipgb20160927_wk39.zip
2016,40,ipgb20161004_wk40.zip
2016,41,ipgb20161011_wk41.zip
2016,42,ipgb20161018_wk42.zip
2016,43,ipgb20161025_wk43.zip
2016,44,ipgb20161101_wk44.zip
2016,45,ipgb20161108_wk45.zip
2016,46,ipgb20161115_wk46.zip
2016,47,ipgb20161122_wk47.zip
2016,48,ipgb20161129_wk48.zip
2016,49,ipgb20161206_wk49.zip
2016,50,ipgb20161213_wk50.zip
2016,51,ipgb20161220_wk51.zip
2016,52,ipgb20161227_wk52.zip
2017,1,ipgb20170103_wk01.zip
2017,2,ipgb20170110_wk02.zip
2017,3,ipgb20170117_wk03.zip
2017,4,ipgb20170124_wk04.zip
2017,5,ipgb20170131_wk05.zip
2017,6,ipgb20170207_wk06.zip
2017,7,ipgb20170214_wk07.zip
2017,8,ipgb20170221_wk08.zip
2017,9,ipgb20170228_wk09.zip
2017,10,ipgb20170307_wk10.zip
2017,11,ipgb20170314_wk11.zip
2017,12,ipgb20170321_wk12.zip
2017,13,ipgb20170328_wk13.zip
2017,14,ipgb20170404_wk14.zip
2017,15,ipgb20170411_wk15.zip
2017,16,ipgb20170418_wk16.zip
2017,17,ipgb20170425_wk17.zip
2017,18,ipgb20170502_wk18.zip
2017,19,ipgb20170509_wk19.zip
2017,20,ipgb20170516_wk20.zip
2017,21,ipgb20170523_wk21.zip
2017,22,ipgb20170530_wk22.zip
2017,23,ipgb20170606_wk23.zip
2017,24,ipgb20170613_wk24.zip
2017,25,ipgb20170620_wk25.zip
2017,26,ipgb20170627_wk26.zip
2017,27,ipgb20170704_wk27.zip
2017,28,ipgb20170711_wk28.zip
2017,29,ipgb20170718_wk29.zip
2017,30,ipgb20170725_wk30.zip
2017,31,ipgb20170801_wk31.zip
2017,32,ipgb20170808_wk32.zip
2017,33,ipgb20170815_wk33.zip
2017,34,ipgb20170822_wk34.zip
2017,35,ipgb20170829_wk35.zip
2017,36,ipgb20170905_wk36.zip
2017,37,ipgb20170912_wk37.zip
2017,38,ipgb20170919_wk38.zip
2017,39,ipgb20170926_wk39.zip
2017,40,ipgb20171003_wk40.zip
2017,41,ipgb20171010_wk41.zip
2017,42,ipgb20171017_wk42.zip
2017,43,ipgb20171024_wk43.zip
2017,44,ipgb20171031_wk44.zip
2017,45,ipgb20171107_wk45.zip
2017,46,ipgb20171114_wk46.zip
2017,47,ipgb20171121_wk47.zip
2017,48,ipgb20171128_wk48.zip
2017,49,ipgb20171205_wk49.zip
2017,50,ipgb20171212_wk50.zip
2017,51,ipgb20171219_wk51.zip
2017,52,ipgb20171226_wk52.zip
2018,1,ipgb20180102_wk01.zip
2018,2,ipgb20180109_wk02.zip
2018,3,ipgb20180116_wk03.zip
2018,4,ipgb20180123_wk04.zip
2018,5,ipgb20180130_wk05.zip
2018,6,ipgb20180206_wk06.zip
2018,7,ipgb20180213_wk07.zip
2018,8,ipgb20180220_wk08.zip
2018,9,ipgb20180227_wk09.zip
2018,10,ipgb20180306_wk10.zip
2018,11,ipgb20180313_wk11.zip
2018,12,ipgb20180320_wk12.zip
2018,13,ipgb20180327_wk13.zip
2018,14,ipgb20180403_wk14.zip
2018,15,ipgb20180410_wk15.zip
2018,16,ipgb20180417_wk16.zip
2018,17,ipgb20180424_wk17.zip
2018,18,ipgb20180501_wk18.zip
2018,19,ipgb20180508_wk19.zip
2018,20,ipgb20180515_wk20.zip
2018,21,ipgb20180522_wk21.zip
2018,22,ipgb20180529_wk22.zip
2018,23,ipgb20180605_wk23.zip
2018,24,ipgb20180612_wk24.zip
2018,25,ipgb20180619_wk25.zip
2018,26,ipgb20180626_wk26.zip
2018,27,ipgb20180703_wk27.zip
2018,28,ipgb20180710_wk28.zip
2018,29,ipgb20180717_wk29.zip
2018,30,ipgb20180724_wk30.zip
2018,31,ipgb20180731_wk31.zip
2018,32,ipgb20180807_wk32.zip
2018,33,ipgb20180814_wk33.zip
2018,34,ipgb20180821_wk34.zip
2018,35,ipgb20180828_wk35.zip
2018,36,ipgb20180904_wk36.zip
2018,37,ipgb20180911_wk37.zip
2018,38,ipgb20180918_wk38.zip
2018,39,ipgb20180925_wk39.zip
2018,40,ipgb20181002_wk40.zip
2018,41,ipgb20181009_wk41.zip
2018,42,ipgb20181016_wk42.zip
2018,43,ipgb20181023_wk43.zip
2018,44,ipgb20181030_wk44.zip
2018,45,ipgb20181106_wk45.zip
2018,46,ipgb20181113_wk46.zip
2018,47,ipgb20181120_wk47.zip
2018,48,ipgb20181127_wk48.zip
2018,49,ipgb20181204_wk49.zip
2018,50,ipgb20181211_wk50.zip
2018,51,ipgb20181218_wk51.zip
2018,52,ipgb20181225_wk52.zip
